Entity_0,Entity_1,Entity_2,Entity_3,Entity_4,Entity_5,Entity_6,Year,Sex_0,Sex_1,Age,Remaining Life Expectancy,Gov expenditure on education (%),Internet usage (% of population),Access to electricity (% of population),Access to Sanitation (% of population),Smoking Adults (% of population),GDP ($),Meat consumptionm in kg per year per capita,ObesityRate (BMI > 30),Healthcare spending (% of GDP),"air pollution, annual exposure (micrograms per cubic meter)",Electoral democracy index
1,1,0,1,0,1,0,2008,0,1,45,20.8911,6.892800000000001,3.5,37.719345,26.78,16.6,16983222000.0,19.282415,10.1,1.9987828,23.2647844,0.252
1,1,0,1,0,1,0,2009,0,1,45,21.8573,4.218429999999998,4.0,43.369083,26.57,16.1,19024531000.0,20.909357,10.3,1.9987828,23.2481322,0.25
1,1,0,1,0,1,0,2010,0,1,45,23.1042,1.54406,6.4,38.78255,26.35,15.6,23105686000.0,62.68868,10.6,2.7533572,23.23148,0.261
1,1,0,1,0,1,0,2011,0,1,45,24.6362,5.0778284,8.4,36.9,27.7,15.2,26483784000.0,65.77932,10.8,2.1196537,23.074213,0.262
1,1,0,1,0,1,0,2012,0,1,45,25.5867,6.07021,12.0,44.0,28.94,14.8,30653622000.0,65.90533,11.1,1.9987828,23.198097,0.263
1,1,0,1,0,1,0,2013,0,1,45,26.2613,5.99598,15.5,40.498375,30.07,14.4,31633537000.0,63.041737,11.3,2.0180702,23.111088,0.286
1,1,0,1,0,1,0,2014,0,1,45,26.7696,6.13835,16.36474,32.3,31.1,14.0,32103150000.0,51.26484,11.6,2.7315664,22.80595,0.296
1,1,0,1,0,1,0,2015,0,1,45,27.1246,6.031826666666666,22.742819,33.7,32.03,13.6,32752806000.0,55.053814,11.9,1.5513681,21.73371,0.295
1,1,0,1,0,1,0,2016,0,1,45,27.4161,5.925303333333334,23.11999,42.56173,32.85,13.1,33047894000.0,54.470207,12.3,1.7889092,21.726948,0.291
1,1,0,1,0,1,0,2017,0,1,45,27.6417,5.81878,24.4,44.178635,33.59,12.6,34396336000.0,51.547085,12.3,1.7941812,22.25167,0.295
1,1,0,1,0,1,0,2018,0,1,45,27.8846,2.05049,25.0,45.572647,33.54,12.1,36119544000.0,50.101578,12.3,2.7829347,22.25167,0.305
1,1,0,1,0,1,0,2019,0,1,45,27.9349,2.05049,25.1,46.781475,32.96,12.1,33832294000.0,50.275642,12.3,1.3582699,22.25167,0.293
1,1,0,1,0,1,0,2020,0,1,45,27.5671,2.05049,29.298567,52.74767,32.38,11.7,31187640000.0,49.256416,12.3,1.3582699,22.25167,0.293
0,0,0,0,0,0,1,2000,0,1,65,15.403,4.982848571428571,0.4917057,98.9731,58.85,22.2,270391670000.0,18.933718,15.0,2.5108278,37.53605,0.326
0,0,0,0,0,0,1,2001,0,1,65,15.5066,4.90212,0.646114,98.96687,59.19,22.12,278503420000.0,17.341906,15.5,2.9254992,37.200605200000005,0.326
0,0,0,0,0,0,1,2002,0,1,65,15.5607,4.821391428571428,1.5916413,98.95306,59.53,22.04,294099600000.0,18.096855,16.1,2.8079257,36.8651604,0.329
0,0,0,0,0,0,1,2003,0,1,65,15.3512,4.740662857142857,2.1953597,98.93401,59.86,21.96,315274800000.0,19.324575,16.7,2.7617898,36.5297156,0.335
0,0,0,0,0,0,1,2004,0,1,65,15.4876,4.659934285714286,4.634475,98.91208,60.18,21.88,328831600000.0,21.336285,17.3,2.5288203,36.1942708,0.336
0,0,0,0,0,0,1,2005,0,1,65,15.5371,4.579205714285714,5.843942,98.88961,60.5,21.8,348232680000.0,21.547203,17.9,2.2416713,35.858826,0.337
0,0,0,0,0,0,1,2006,0,1,65,15.6235,4.498477142857142,7.375985,98.86901,60.81,21.74,354152640000.0,20.21805,18.6,2.296993,35.4142248,0.337
0,0,0,0,0,0,1,2007,0,1,65,15.7525,4.417748571428572,9.451191,98.852936,61.11,21.68,366193800000.0,20.07677,19.2,2.6668763,34.9696236,0.333
0,0,0,0,0,0,1,2008,0,1,65,15.8806,4.33702,10.18,99.3,61.41,21.62,374982480000.0,19.335337,19.9,3.0251641,34.525022400000005,0.33
0,0,0,0,0,0,1,2009,0,1,65,16.3167,5.16216425,11.23,98.845184,61.7,21.56,380982200000.0,19.992228,20.7,3.798957,34.0804212,0.328
0,0,0,0,0,0,1,2010,0,1,65,16.2185,5.9873085,12.5,98.85893,61.98,21.5,394697540000.0,19.645884,21.4,3.555523,33.63582,0.325
0,0,0,0,0,0,1,2011,0,1,65,16.393,6.81245275,14.9,98.88803,62.26,21.42,406143760000.0,20.064281,22.2,3.719759,33.83405,0.328
0,0,0,0,0,0,1,2012,0,1,65,16.4931,7.637597,18.2,98.76466,62.31,21.34,419952660000.0,20.878937,23.1,4.3761406,33.366825,0.327
0,0,0,0,0,0,1,2013,0,1,65,16.6953,7.2922964,22.5,99.002205,62.35,21.26,431711350000.0,20.765884,23.9,4.2883034,34.245327,0.327
0,0,0,0,0,0,1,2014,0,1,65,17.0841,7.318701,29.5,99.08701,62.39,21.18,448116360000.0,21.47037,24.8,4.714543,35.56392,0.326
0,0,0,0,0,0,1,2015,0,1,65,17.3087,7.9629674,38.2,99.18666,62.41,21.1,464696670000.0,21.449804,25.7,4.9170003,36.089165,0.326
0,0,0,0,0,0,1,2016,0,1,65,17.2467,7.3443427,42.945526,99.35025,62.42,21.066666666666663,479567000000.0,20.798567,26.6,4.4724493,39.853275,0.308
0,0,0,0,0,0,1,2017,0,1,65,17.2126,6.4018383,47.691055,99.63549,62.43,21.03333333333333,485801330000.0,19.971819,26.6,4.141408,38.88401,0.308
0,0,0,0,0,0,1,2018,0,1,65,17.4577,6.324539,49.038467,99.69784,62.43,21.0,491630950000.0,19.720564,26.6,4.058195,38.88401,0.306
0,0,0,0,0,0,1,2019,0,1,65,17.8307,6.0369067,57.9,99.5,62.41,21.0,496547270000.0,19.941036,26.6,4.058178,38.88401,0.287
0,0,0,0,0,0,1,2020,0,1,65,16.375,7.0423975,62.9,99.80413,62.39,21.0,471223370000.0,18.781048,26.6,4.058178,38.88401,0.279
0,0,0,0,0,1,0,2000,0,1,65,18.4725,4.58031,7.038683,95.78329,44.71,34.0,686729000000.0,98.303085,20.5,4.4989514,16.780949,0.84
0,0,0,0,0,1,0,2001,0,1,65,18.6931,4.83374,9.7808075,95.51106,44.8,33.5,656452200000.0,93.668564,20.9,4.5921025,16.7053764,0.84
0,0,0,0,0,1,0,2002,0,1,65,19.0008,4.01734,10.882124,96.22887,44.9,33.0,584935150000.0,79.13943,21.4,4.033505,16.629803799999998,0.832
0,0,0,0,0,1,0,2003,0,1,65,18.3831,3.53505,11.913696,96.442635,44.99,32.5,636626140000.0,82.78809,21.8,3.7721567,16.5542312,0.813
0,0,0,0,0,1,0,2004,0,1,65,18.935,3.48652,16.036684,96.6535,45.08,32.0,694110700000.0,86.43818,22.3,3.7443836,16.4786586,0.808
0,0,0,0,0,1,0,2005,0,1,65,19.196,3.86001,17.720583,96.863846,45.17,31.5,755551040000.0,88.82892,22.8,3.9133997,16.403086,0.806
0,0,0,0,0,1,0,2006,0,1,65,19.2941,4.12821,20.927202,97.07606,45.26,30.98,816351400000.0,92.63094,23.2,4.018989,16.4942888,0.796
0,0,0,0,0,1,0,2007,0,1,65,19.0917,4.4626,25.946632,97.29279,45.35,30.46,889885500000.0,93.65201,23.7,4.254916,16.5854916,0.795
0,0,0,0,0,1,0,2008,0,1,65,19.3456,4.84441,28.112623,97.516754,45.45,29.94,925990200000.0,95.86566,24.2,4.5085316,16.6766944,0.79
0,0,0,0,0,1,0,2009,0,1,65,19.3992,5.53105,34.0,97.750656,45.54,29.42,871185250000.0,98.02275,24.7,5.669824,16.7678972,0.777
0,0,0,0,0,1,0,2010,0,1,65,19.1734,5.01971,45.0,98.82,45.63,28.9,959396250000.0,95.96103,25.3,5.568346,16.8591,0.776
0,0,0,0,0,1,0,2011,0,1,65,19.4752,5.29063,51.0,99.09535,45.73,28.44,1016997940000.0,97.73756,25.8,5.6811833,17.382982,0.778
0,0,0,0,0,1,0,2012,0,1,65,19.8877,5.34583,55.8,99.22998,45.82,27.98,1006559200000.0,100.843346,26.3,6.134864,16.135073,0.78
0,0,0,0,0,1,0,2013,0,1,65,19.8045,5.43661,59.9,99.342674,45.91,27.52,1030770260000.0,105.519196,26.9,6.220419,15.597375,0.788
0,0,0,0,0,1,0,2014,0,1,65,19.7914,5.36144,64.7,100.0,46.0,27.06,1004870960000.0,103.388824,27.4,6.327302,14.46698,0.792
0,0,0,0,0,1,0,2015,0,1,65,19.8671,5.77611,68.04306,99.62539,46.1,26.6,1032315600000.0,110.63239,28.0,6.824374,14.631626,0.777
0,0,0,0,0,1,0,2016,0,1,65,19.4039,5.54549,70.96898,99.84958,46.19,26.03333333333333,1010840040000.0,108.46055,28.5,5.5911865,13.751444,0.752
0,0,0,0,0,1,0,2017,0,1,65,19.6574,5.45432,74.29491,100.0,46.19,25.466666666666665,1039330600000.0,111.87053,28.5,6.599356,13.311834,0.746
0,0,0,0,0,1,0,2018,0,1,65,19.7799,4.87774,77.7,99.98958,46.19,24.9,1012127200000.0,113.385574,28.5,5.935803,13.311834,0.767
0,0,0,0,0,1,0,2019,0,1,65,19.9906,4.7776,79.9,100.0,46.19,24.9,991875960000.0,110.226555,28.5,5.9305573,13.311834,0.771
0,0,0,0,0,1,0,2020,0,1,65,19.381,5.27964,85.5,100.0,46.19,24.5,893251350000.0,110.55073,28.5,5.9305573,13.311834,0.822
0,0,0,0,0,1,1,2000,0,1,65,15.5871,2.77273,1.30047,98.9,14.83,32.0,12426496000.0,20.580933,14.4,0.9546803,36.796448,0.418
0,0,0,0,0,1,1,2001,0,1,65,15.8075,2.46944,1.6310947,100.0,14.7,31.66,13619440000.0,21.359482,14.6,1.3390822,36.8509044,0.421
0,0,0,0,0,1,1,2002,0,1,65,15.8119,2.13504,1.960405,98.0,14.54,31.32,15417206000.0,22.707462,14.9,1.1718423,36.9053608,0.413
0,0,0,0,0,1,1,2003,0,1,65,16.211,2.14504,4.5752172,99.19013,14.37,30.98,17575614000.0,24.72817,15.1,1.2063595,36.9598172,0.356
0,0,0,0,0,1,1,2004,0,1,65,15.939,2.48673,4.8990088,99.18923,14.19,30.64,19421053000.0,26.422922,15.4,1.2941115,37.0142736,0.346
0,0,0,0,0,1,1,2005,0,1,65,16.344,2.71203,5.2529836,99.8,14.01,30.3,22120580000.0,28.841457,15.7,1.4784117,37.06873,0.346
0,0,0,0,0,1,1,2006,0,1,65,16.4282,2.71577,5.631788,99.18823,13.81,29.96,25040497000.0,29.985447,16.0,1.5864077,37.160992,0.344
0,0,0,0,0,1,1,2007,0,1,65,16.5829,3.01894,6.0212536,99.193184,13.59,29.62,28471044000.0,36.782875,16.3,1.6138926,37.253254,0.354
0,0,0,0,0,1,1,2008,0,1,65,16.6873,3.17273,6.21,99.205376,13.37,29.28,30435547000.0,48.375595,16.7,1.4881327,37.345516,0.32
0,0,0,0,0,1,1,2009,0,1,65,17.0482,3.84079,15.3,99.2275,13.14,28.94,26144135000.0,40.50049,17.0,1.8116914,37.437778,0.323
0,0,0,0,0,1,1,2010,0,1,65,17.1944,3.249,25.0,99.8,12.92,28.6,26719306000.0,41.524563,17.5,1.6862897,37.53004,0.336
0,0,0,0,0,1,1,2011,0,1,65,17.335,3.14385,32.0,99.6058,12.69,28.26,27975113000.0,44.744244,17.9,1.6728649,38.612274,0.339
0,0,0,0,0,1,1,2012,0,1,65,17.0943,2.77248,37.5,99.62897,12.46,27.92,29989320000.0,43.514404,18.5,1.5781703,37.184486,0.356
0,0,0,0,0,1,1,2013,0,1,65,17.3508,2.65018,41.9,99.42,12.23,27.58,30978970000.0,45.490406,19.0,1.3756574,34.937214,0.355
0,0,0,0,0,1,1,2014,0,1,65,17.7304,2.24724,54.622807,99.71,11.98,27.24,32094212000.0,45.632107,19.6,1.5054787,33.08595,0.349
0,0,0,0,0,1,1,2015,0,1,65,17.9342,2.80591,59.100834,100.0,11.73,26.9,33121227000.0,46.760456,20.2,1.6102092,34.88143,0.35
0,0,0,0,0,1,1,2016,0,1,65,18.1556,2.75812,64.34603,99.8,11.46,26.53333333333333,33187470000.0,43.860126,20.9,1.6373446,32.22717,0.357
0,0,0,0,0,1,1,2017,0,1,65,18.2337,2.70759,64.74488,99.7,11.17,26.166666666666668,35676530000.0,50.564503,20.9,1.372506,32.52812,0.387
0,0,0,0,0,1,1,2018,0,1,65,18.349,2.255868,68.24505,99.9,10.93,25.8,37531710000.0,53.133263,20.9,1.2346811,32.52812,0.536
0,0,0,0,0,1,1,2019,0,1,65,18.493,2.5719123,66.54395,100.0,10.86,25.8,40384120000.0,57.86262,20.9,1.4061488,32.52812,0.799
0,0,0,0,0,1,1,2020,0,1,65,16.5296,2.70556,76.5077,100.0,10.83,25.5,37476463000.0,53.791443,20.9,1.4061488,32.52812,0.786
0,0,0,0,1,0,0,2000,0,1,65,20.5799,4.88408,46.756115,100.0,93.56,24.4,732511600000.0,112.47769,21.0,5.469498,10.843723,0.888
0,0,0,0,1,0,0,2001,0,1,65,20.7439,5.2261386,52.689266,100.0,93.66,23.74,747465200000.0,111.33464,21.7,5.4726715,10.7944052,0.884
0,0,0,0,1,0,0,2002,0,1,65,20.7199,5.307855,55.2669495,100.0,93.77,23.08,777315900000.0,112.06949,22.3,5.6782737,10.7450874,0.875
0,0,0,0,1,0,0,2003,0,1,65,21.0023,5.2463574,57.844633,100.0,93.87,22.42,801501300000.0,119.399925,22.9,5.639166,10.6957696,0.875
0,0,0,0,1,0,0,2004,0,1,65,21.1799,5.1945944,60.4223165,100.0,93.97,21.76,835297700000.0,109.324,23.5,5.8134565,10.6464518,0.875
0,0,0,0,1,0,0,2005,0,1,65,21.4521,4.89674,63.0,100.0,94.07,21.1,861640850000.0,119.32085,24.0,5.7398744,10.597134,0.875
0,0,0,0,1,0,0,2006,0,1,65,21.522,4.73843,66.0,100.0,94.18,20.52,885255300000.0,113.97934,24.6,5.725736,10.601483,0.875
0,0,0,0,1,0,0,2007,0,1,65,21.476,4.65365,69.45,100.0,94.28,19.94,918699500000.0,124.53351,25.1,5.881747,10.605832,0.876
0,0,0,0,1,0,0,2008,0,1,65,21.5134,4.63052,71.67,100.0,94.38,19.36,951481200000.0,114.480385,25.7,5.971454,10.610181,0.885
0,0,0,0,1,0,0,2009,0,1,65,21.8649,5.08132,74.25,100.0,94.49,18.78,969278550000.0,114.22954,26.2,6.252013,10.61453,0.885
0,0,0,0,1,0,0,2010,0,1,65,21.9573,5.53812,76.0,100.0,94.59,18.2,990666300000.0,120.297554,26.7,6.1003284,10.618879,0.895
0,0,0,0,1,0,0,2011,0,1,65,22.0463,5.06814,79.4877,100.0,94.69,17.7,1014357000000.0,124.59039,27.3,6.2575564,11.047265,0.897
0,0,0,0,1,0,0,2012,0,1,65,22.0007,4.86667,79.0,100.0,94.79,17.2,1053937240000.0,121.42632,27.9,6.1800675,10.53709,0.897
0,0,0,0,1,0,0,2013,0,1,65,22.3763,5.22909,83.4535,100.0,94.9,16.7,1081115700000.0,120.43166,28.5,5.937055,9.987684,0.877
0,0,0,0,1,0,0,2014,0,1,65,22.2289,5.16455,84.0,100.0,95.0,16.2,1108997800000.0,119.821976,29.1,6.100497,9.492979,0.868
0,0,0,0,1,0,0,2015,0,1,65,22.3101,5.31552,84.56052,100.0,95.1,15.7,1132871700000.0,120.3872,29.8,6.3836975,9.320015,0.879
0,0,0,0,1,0,0,2016,0,1,65,22.5104,5.28689,86.54,100.0,95.2,15.133333333333333,1163805200000.0,123.31201,30.4,6.338031,8.614509,0.883
0,0,0,0,1,0,0,2017,0,1,65,22.5609,5.13823,86.54505,100.0,95.31,14.566666666666666,1190365400000.0,115.38496,30.4,6.365461,8.550324,0.885
0,0,0,0,1,0,0,2018,0,1,65,22.9327,5.12431,87.6,100.0,95.41,14.0,1224684200000.0,114.09776,30.4,6.2970996,8.550324,0.874
0,0,0,0,1,0,0,2019,0,1,65,22.7427,5.13429,88.6,100.0,95.51,14.0,1251276900000.0,113.5364,30.4,7.1042514,8.550324,0.836
0,0,0,0,1,0,0,2020,0,1,65,22.7277,5.60845,89.6,100.0,95.61,13.6,1250640300000.0,120.72436,30.4,7.1042514,8.550324,0.854
0,0,0,0,1,0,1,2000,0,1,65,19.4777,5.58881,33.730133,100.0,99.71,52.3,372296350000.0,99.34862,15.0,6.8257866,15.355363,0.859
0,0,0,0,1,0,1,2001,0,1,65,19.8267,5.57548,39.18545,100.0,99.7,50.6,377014000000.0,94.89043,15.4,6.8264976,15.402703,0.859
0,0,0,0,1,0,1,2002,0,1,65,19.7644,5.52213,36.56,100.0,99.7,48.9,383240570000.0,94.30157,15.8,6.8993406,15.450043,0.859
0,0,0,0,1,0,1,2003,0,1,65,19.818,5.36183,42.7,100.0,99.7,47.2,386848650000.0,92.35837,16.2,6.9826856,15.497383,0.858
0,0,0,0,1,0,1,2004,0,1,65,20.2371,5.30243,54.28,100.0,99.69,45.5,397429440000.0,95.44379,16.6,6.996103,15.544723,0.859
0,0,0,0,1,0,1,2005,0,1,65,20.3008,5.24937,58.0,100.0,99.69,43.8,406348000000.0,94.2569,17.0,6.9941998,15.592063,0.859
0,0,0,0,1,0,1,2006,0,1,65,20.5058,5.22652,63.6,100.0,99.69,42.46,420383460000.0,91.281784,17.5,6.9434433,15.5034784,0.863
0,0,0,0,1,0,1,2007,0,1,65,20.7292,5.1469,69.37,100.0,99.68,41.12,436052900000.0,93.603355,17.9,6.9392724,15.4148938,0.873
0,0,0,0,1,0,1,2008,0,1,65,20.7822,5.26396,72.87,100.0,99.68,39.78,442421120000.0,89.1129,18.3,7.17632,15.3263092,0.872
0,0,0,0,1,0,1,2009,0,1,65,20.7834,5.73025,73.45,100.0,99.68,38.44,425765830000.0,92.230156,18.7,7.449177,15.2377246,0.871
0,0,0,0,1,0,1,2010,0,1,65,21.0204,5.70048,75.17,100.0,99.67,37.1,433587520000.0,106.245926,19.2,7.399579,15.14914,0.867
0,0,0,0,1,0,1,2011,0,1,65,21.2406,5.59227,78.73999,100.0,99.67,35.92,446260400000.0,103.932045,19.6,7.287898,15.573371,0.866
0,0,0,0,1,0,1,2012,0,1,65,21.0185,5.4804,80.02999,100.0,99.67,34.74,449297000000.0,87.222336,20.1,7.432511,14.282332,0.869
0,0,0,0,1,0,1,2013,0,1,65,21.224,5.54711,80.6188,100.0,99.67,33.56,449411580000.0,91.06376,20.5,7.423128,14.081614,0.869
0,0,0,0,1,0,1,2014,0,1,65,21.4824,5.44762,80.99583,100.0,99.67,32.38,452383400000.0,83.397316,21.0,7.5186386,13.379228,0.868
0,0,0,0,1,0,1,2015,0,1,65,21.1952,5.45658,83.94014,100.0,99.66,31.2,456972860000.0,88.54317,21.5,7.511853,13.541095,0.868
0,0,0,0,1,0,1,2016,0,1,65,21.5199,5.47962,84.323746,100.0,99.66,29.83333333333333,466064050000.0,85.86316,21.9,7.49086,12.596816,0.841
0,0,0,0,1,0,1,2017,0,1,65,21.39,5.37159,87.935585,100.0,99.66,28.46666666666667,476590440000.0,85.15727,21.9,7.4457655,12.477966,0.847
0,0,0,0,1,0,1,2018,0,1,65,21.492,5.22655,87.47913,100.0,99.67,27.1,488149580000.0,86.53132,21.9,7.4892535,12.477966,0.837
0,0,0,0,1,0,1,2019,0,1,65,21.6425,5.2175,87.752205,100.0,99.67,27.1,495556720000.0,80.757805,21.9,7.6176486,12.477966,0.848
0,0,0,0,1,0,1,2020,0,1,65,21.2565,5.56901,87.52943,100.0,99.67,26.4,463573650000.0,77.7716,21.9,7.6176486,12.477966,0.836
0,0,0,0,1,1,0,2000,0,1,65,14.4926,3.85399,0.14775757,98.908226,40.4,28.7,32182491000.0,16.215502,11.8,0.86689276,22.880772,0.248
0,0,0,0,1,1,0,2001,0,1,65,14.584,3.50342,0.30556464,98.6218,42.1,28.48,35368560000.0,15.436071,12.2,0.7900678,22.8777586,0.245
0,0,0,0,1,1,0,2002,0,1,65,14.6642,3.15446,4.999714,100.0,43.8,28.26,38706967000.0,15.893164,12.5,0.7344683,22.8747452,0.241
0,0,0,0,1,1,0,2003,0,1,65,14.7125,3.28615,6.0099345,98.92747,45.98,28.04,42658290000.0,17.190361,12.8,0.77900064,22.8717318,0.236
0,0,0,0,1,1,0,2004,0,1,65,14.7771,3.4477,7.020155,99.0748,48.16,27.82,46605804000.0,17.90714,13.2,0.8643167,22.8687184,0.219
0,0,0,0,1,1,0,2005,0,1,65,14.6758,2.97462,8.0303755,99.221596,50.33,27.6,59637500000.0,18.973398,13.6,0.91786504,22.865705,0.218
0,0,0,0,1,1,0,2006,0,1,65,14.9022,2.55552,11.992177,99.5,52.38,27.32,80212440000.0,19.765648,14.0,0.86607754,22.9020844,0.213
0,0,0,0,1,1,0,2007,0,1,65,15.0425,2.54928,14.54,99.52345,54.41,27.04,100265550000.0,21.069553,14.4,0.9068911,22.9384638,0.211
0,0,0,0,1,1,0,2008,0,1,65,14.8445,2.44093,17.08,99.68387,56.17,26.76,111053100000.0,21.672913,14.9,0.86374,22.9748432,0.209
0,0,0,0,1,1,0,2009,0,1,65,15.2134,3.22431,27.4,99.854225,57.88,26.48,121377006000.0,27.028069,15.4,1.130728,23.0112226,0.212
0,0,0,0,1,1,0,2010,0,1,65,15.0744,2.78062,46.0,99.943794,59.65,26.2,127505260000.0,28.80555,15.9,1.0107778,23.047602,0.211
0,0,0,0,1,1,0,2011,0,1,65,15.2882,2.43564,50.0,99.9,61.49,26.0,127632770000.0,29.756937,16.5,0.9479099,23.62987,0.208
0,0,0,0,1,1,0,2012,0,1,65,15.4808,2.06763,54.2,100.0,63.39,25.8,130396320000.0,30.279127,17.1,1.1136537,22.18081,0.206
0,0,0,0,1,1,0,2013,0,1,65,15.6487,2.44213,73.0,100.0,65.35,25.6,137972090000.0,30.484604,17.8,1.063072,22.27878,0.2
0,0,0,0,1,1,0,2014,0,1,65,15.5891,2.63304,75.000015,100.0,66.89,25.4,141767020000.0,29.857893,18.5,1.127981,20.710068,0.194
0,0,0,0,1,1,0,2015,0,1,65,15.7759,2.95168,77.0,100.0,68.38,25.2,143317910000.0,32.097023,19.2,1.3026183,21.414124,0.191
0,0,0,0,1,1,0,2016,0,1,65,16.2572,2.90341,78.2,100.0,68.46,24.866666666666667,138875060000.0,31.824799,19.9,1.1633974,20.208157,0.198
0,0,0,0,1,1,0,2017,0,1,65,16.0786,2.47382,79.0,100.0,68.59,24.53333333333333,139152800000.0,33.285095,19.9,1.0020126,19.928663,0.2
0,0,0,0,1,1,0,2018,0,1,65,16.1733,2.45543,79.799995,100.0,68.79,24.2,141240100000.0,34.20223,19.9,0.92868197,19.928663,0.192
0,0,0,0,1,1,0,2019,0,1,65,16.197,3.17646,81.1,100.0,69.04,24.2,144771100000.0,35.201714,19.9,1.281571,19.928663,0.193
0,0,0,0,1,1,0,2020,0,1,65,13.1499,4.33205,84.6,100.0,69.04,24.0,138545950000.0,36.35729,19.9,1.281571,19.928663,0.194
0,0,0,0,1,1,1,2000,0,1,65,17.2189,2.571045,6.153733,100.0,85.94,22.2,32835916000.0,88.4917725,21.2,2.351643,67.95779,0.066
0,0,0,0,1,1,1,2001,0,1,65,17.3199,2.571045,15.038634,100.0,86.25,21.76,33653840000.0,88.4917725,21.5,2.4621418,67.283686,0.113
0,0,0,0,1,1,1,2002,0,1,65,17.4353,2.571045,18.05072,100.0,86.57,21.32,34780760000.0,88.4917725,21.7,2.5719433,66.609582,0.17
0,0,0,0,1,1,1,2003,0,1,65,17.4837,2.571045,21.554945,100.0,86.89,20.88,36970705000.0,88.4917725,21.9,2.4901297,65.935478,0.214
0,0,0,0,1,1,1,2004,0,1,65,17.6078,2.571045,21.458681,100.0,87.2,20.44,39551620000.0,88.4917725,22.1,2.2566748,65.261374,0.214
0,0,0,0,1,1,1,2005,0,1,65,17.8092,2.571045,21.303734,100.0,87.5,20.0,42228867000.0,88.4917725,22.5,2.1472685,64.58727,0.226
0,0,0,0,1,1,1,2006,0,1,65,17.9252,2.87441,28.243952,100.0,87.77,19.62,44959805000.0,88.4917725,22.9,2.1113825,64.795992,0.228
0,0,0,0,1,1,1,2007,0,1,65,18.1681,2.575,32.91,100.0,88.05,19.24,48688755000.0,88.4917725,23.4,2.1646023,65.004714,0.228
0,0,0,0,1,1,1,2008,0,1,65,18.3093,2.49678,51.95,100.0,88.32,18.86,51729370000.0,88.4917725,23.9,2.1703112,65.213436,0.228
0,0,0,0,1,1,1,2009,0,1,65,18.4299,2.5339125,53.0,100.0,88.59,18.48,53043240000.0,88.4917725,24.5,2.5924869,65.42215800000001,0.228
0,0,0,0,1,1,1,2010,0,1,65,18.4982,2.571045,55.0,100.0,88.87,18.1,55342293000.0,88.4917725,25.0,2.4198282,65.63088,0.223
0,0,0,0,1,1,1,2011,0,1,65,18.5979,2.6081775,76.99997,100.0,89.14,17.76,56440017000.0,88.4917725,25.6,2.2369225,63.7325,0.172
0,0,0,0,1,1,1,2012,0,1,65,18.7256,2.64531,88.0,100.0,89.41,17.42,58544160000.0,88.4917725,26.2,2.683481,70.28748,0.164
0,0,0,0,1,1,1,2013,0,1,65,18.8571,2.47689,90.00004,100.0,89.68,17.08,61715403000.0,88.4917725,26.8,2.8083627,67.79468,0.163
0,0,0,0,1,1,1,2014,0,1,65,18.9445,2.46746,90.503136,100.0,89.95,16.74,64400265000.0,88.4917725,27.4,2.8672535,62.758545,0.161
0,0,0,0,1,1,1,2015,0,1,65,18.9649,2.67454,93.4783,100.0,90.22,16.4,66000855000.0,88.4917725,28.1,3.2358031,72.604675,0.137
0,0,0,0,1,1,1,2016,0,1,65,19.0639,3.2559702,97.99998,100.0,90.49,15.999999999999998,68349250000.0,88.4917725,28.7,2.9826899,69.86418,0.131
0,0,0,0,1,1,1,2017,0,1,65,19.1251,2.32452,95.878136,100.0,90.76,15.6,71282080000.0,88.4917725,28.7,2.7497995,70.81621,0.121
0,0,0,0,1,1,1,2018,0,1,65,19.1829,2.8080099,98.64468,100.0,91.03,15.2,72786936000.0,88.4917725,28.7,2.4378843,70.81621,0.117
0,0,0,0,1,1,1,2019,0,1,65,19.2644,2.3846045,99.70149,100.0,91.29,15.2,74364210000.0,84.123695,28.7,2.3749764,70.81621,0.117
0,0,0,0,1,1,1,2020,0,1,65,18.3916,2.5523746,99.67105,100.0,91.61,14.9,70693700000.0,92.85985,28.7,2.3749764,70.81621,0.119
0,0,0,1,0,0,0,2000,0,1,65,14.7405,2.12508,0.07103942,32.0,11.05,57.6,292891000000.0,3.483943,1.1,0.59430784,63.036343,0.513
0,0,0,1,0,0,0,2001,0,1,65,14.8007,2.17193,0.12980798,35.032646,11.74,56.14,307761940000.0,3.4892352,1.2,0.45549405,64.20378240000001,0.505
0,0,0,1,0,0,0,2002,0,1,65,15.1545,2.01715,0.1399203,37.85107,12.46,54.68,319558800000.0,3.5747848,1.3,0.55839545,65.3712218,0.469
0,0,0,1,0,0,0,2003,0,1,65,15.3038,2.06939,0.16387767,40.66426,13.17,53.22,334704540000.0,3.6503599,1.4,0.5776212,66.5386612,0.477
0,0,0,1,0,0,0,2004,0,1,65,15.2431,1.94014,0.19903633,40.6,13.89,51.76,352241500000.0,3.683779,1.5,0.5715775,67.7061006,0.477
0,0,0,1,0,0,0,2005,0,1,65,15.1496,2.035715,0.24163732,44.23,14.6,50.3,375263800000.0,3.748197,1.6,0.5357422,68.87354,0.477
0,0,0,1,0,0,0,2006,0,1,65,14.9124,2.13129,1.0,50.5251,15.32,49.04,400301030000.0,3.8393698,1.7,0.57358515,69.25183200000001,0.426
0,0,0,1,0,0,0,2007,0,1,65,14.3915,2.20222,1.8,46.5,16.04,47.78,428556680000.0,3.9323196,1.8,0.5852532,69.63012400000001,0.205
